"编号","开始答题时间","结束答题时间","答题时长","1.性别","2.年龄","3.饮食偏好:是否喜欢辣","3.饮食偏好:是否喜欢甜","3.饮食偏好:是否喜欢酸","3.饮食偏好:是否偏爱素食","3.饮食偏好:能否接受生食（如刺身）","3.饮食偏好:能否接受冷食（如冰淇淋）","3.饮食偏好:能否接受带有臭味的食物（如螺蛳粉 榴莲 臭豆腐）","3.饮食偏好:能否接受重口味食物","3.饮食偏好:能否接受清淡口味食物","4.您喜欢的菜系（多选）:川菜（如麻辣香锅、毛血旺）","4.您喜欢的菜系（多选）:粤菜&港式（如烧腊、菠萝油）","4.您喜欢的菜系（多选）:湘菜（如小炒黄牛肉）","4.您喜欢的菜系（多选）:江浙菜（如西湖醋鱼、东坡肉）","4.您喜欢的菜系（多选）:日料（如寿司、刺身）","4.您喜欢的菜系（多选）:韩餐（如石锅拌饭）","4.您喜欢的菜系（多选）:西餐（如牛排、披萨）","4.您喜欢的菜系（多选）:东南亚风格（如冬阴功汤）","4.您喜欢的菜系（多选）:其他____{fillblank-514a}","4.您喜欢的菜系（多选）:其他____{fillblank-514a}[选项填空]","5.为食物打分:沙拉","5.为食物打分:麻辣香锅","5.为食物打分:酸菜鱼","5.为食物打分:甜甜圈","5.为食物打分:水煮蔬菜","5.为食物打分:白切鸡","5.为食物打分:寿司","5.为食物打分:麻辣烫","5.为食物打分:韩式炸鸡","5.为食物打分:冬阴功汤","5.为食物打分:蜜汁叉烧","5.为食物打分:烧烤","5.为食物打分:菌菇汤","5.为食物打分:卤味","5.为食物打分:蛋挞","5.为食物打分:红烧肉","5.为食物打分:汉堡","5.为食物打分:石锅拌饭","5.为食物打分:煲仔饭","5.为食物打分:皮蛋瘦肉粥","5.为食物打分:刺身","5.为食物打分:牛排","5.为食物打分:披萨","5.为食物打分:冰淇淋","5.为食物打分:布丁","5.为食物打分:新疆爆辣炒粉","5.为食物打分:小笼包","5.为食物打分:酸辣粉","5.为食物打分:小米粥","5.为食物打分:螺蛳粉","语言","清洗数据结果","智能清洗数据无效概率","地理位置国家和地区","地理位置省","地理位置市","自定义字段","IP","UA","Referrer",
"273","16-Apr-2025 17:38:35","16-Apr-2025 17:39:42","67","A.女","B.19-30岁","B.否","A.是","B.否","B.否","A.是","A.是","B.否","B.否","A.是","","B.粤菜&港式（如烧腊、菠萝油）","","D.江浙菜（如西湖醋鱼、东坡肉）","","","G.西餐（如牛排、披萨）","","","","4","0","0","2","3","3","3","1","2","1","4","2","2","2","4","4","4","4","4","4","1","4","4","2","4","0","4","0","4","0","简体中文","未清洗","","中国","广东省","深圳市","","120.234.10.135","Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.57(0x18003931) NetType/WIFI Language/zh_CN","",
"272","16-Apr-2025 17:37:02","16-Apr-2025 17:39:17","135","B.男","A.18岁以下","B.否","A.是","B.否","B.否","B.否","A.是","A.是","A.是","A.是","","B.粤菜&港式（如烧腊、菠萝油）","","D.江浙菜（如西湖醋鱼、东坡肉）","","F.韩餐（如石锅拌饭）","G.西餐（如牛排、披萨）","","","","4","0","2","5","0","4","2","4","5","2","4","5","4","4","5","3","5","4","3","3","0","5","5","5","5","0","4","0","3","0","简体中文","未清洗","","中国","","","","2409:8929:5f49:97a9:3ccb:5c57:9d9c:e09e","Mozilla/5.0 (iPhone; CPU iPhone OS 15_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.57(0x18003931) NetType/4G Language/zh_CN","",
"271","16-Apr-2025 17:31:55","16-Apr-2025 17:36:15","260","B.男","A.18岁以下","A.是","A.是","B.否","B.否","B.否","A.是","A.是","A.是","A.是","","","C.湘菜（如小炒黄牛肉）","D.江浙菜（如西湖醋鱼、东坡肉）","","","G.西餐（如牛排、披萨）","","","","3","5","5","5","3","3","3","5","5","3","5","5","3","5","3","3","3","3","3","3","0","5","5","5","5","3","3","4","2","3","简体中文","未清洗","","中国","浙江省","宁波市","","36.28.80.5","Mozilla/5.0 (Linux; Android 12; ADA-AL00U Build/HUAWEIADA-AL00U; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/134.0.6998.136 Mobile Safari/537.36 XWEB/1340043 MMWEBSDK/20250201 MMWEBID/5286 MicroMessenger/8.0.57.2820(0x2800393F) WeChat/ar","",
"270","16-Apr-2025 17:32:48","16-Apr-2025 17:35:42","174","A.女","C.31-50岁","A.是","B.否","B.否","A.是","B.否","B.否","A.是","A.是","A.是","A.川菜（如麻辣香锅、毛血旺）","","C.湘菜（如小炒黄牛肉）","","","","","","","","3","5","5","1","4","2","3","5","3","2","2","5","5","4","5","2","3","4","4","4","1","5","3","5","5","3","4","5","5","5","简体中文","未清洗","","中国","江苏省","常州市","","2409:8924:3a0c:2294:3026:2bff:fe84:7aa1","Mozilla/5.0 (Linux; Android 14; FNE-AN00 Build/HONORFNE-AN00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/134.0.6998.136 Mobile Safari/537.36 XWEB/1340043 MMWEBSDK/20250201 MMWEBID/6947 MicroMessenger/8.0.57.2820(0x2800393F) WeChat/arm64","",
"269","16-Apr-2025 17:30:26","16-Apr-2025 17:32:51","145","A.女","A.18岁以下","B.否","B.否","A.是","B.否","B.否","B.否","B.否","B.否","A.是","","B.粤菜&港式（如烧腊、菠萝油）","C.湘菜（如小炒黄牛肉）","D.江浙菜（如西湖醋鱼、东坡肉）","","","G.西餐（如牛排、披萨）","","","","5","0","4","3","5","5","5","0","0","1","4","3","5","5","5","5","5","5","5","5","0","5","3","0","3","0","4","0","4","0","简体中文","未清洗","","中国","浙江省","绍兴市","","2409:8a28:5eb1:f84:6ded:427c:b90:6b52","Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.57(0x18003931) NetType/WIFI Language/zh_CN","",
"268","16-Apr-2025 17:28:14","16-Apr-2025 17:30:45","151","A.女","C.31-50岁","B.否","B.否","A.是","A.是","B.否","A.是","A.是","B.否","A.是","","","C.湘菜（如小炒黄牛肉）","D.江浙菜（如西湖醋鱼、东坡肉）","","F.韩餐（如石锅拌饭）","G.西餐（如牛排、披萨）","","","","4","1","3","0","5","5","4","2","4","3","2","1","5","5","2","2","3","4","4","5","3","5","4","5","3","1","5","3","5","4","简体中文","未清洗","","中国","浙江省","绍兴市","","2409:8929:5e36:912f:b09f:31ff:fe25:33ac","Mozilla/5.0 (Linux; Android 12; MNA-AL00 Build/HUAWEIMNA-AL00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/134.0.6998.136 Mobile Safari/537.36 XWEB/1340043 MMWEBSDK/20250201 MMWEBID/4401 MicroMessenger/8.0.57.2820(0x2800393F) WeChat/arm6","",
"267","16-Apr-2025 17:27:38","16-Apr-2025 17:29:49","131","B.男","A.18岁以下","B.否","A.是","B.否","B.否","A.是","A.是","A.是","A.是","A.是","","B.粤菜&港式（如烧腊、菠萝油）","","D.江浙菜（如西湖醋鱼、东坡肉）","E.日料（如寿司、刺身）","F.韩餐（如石锅拌饭）","G.西餐（如牛排、披萨）","H.东南亚风格（如冬阴功汤）","","","2","3","4","2","2","4","3","4","5","3","3","5","4","4","3","4","4","4","5","5","5","5","5","5","5","1","5","4","5","5","简体中文","未清洗","","中国","浙江省","绍兴市","","183.144.89.115","Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/122.0.0.0 Safari/537.36 NetType/WIFI MicroMessenger/7.0.20.1781(0x6700143B) WindowsWechat(0x63090c33) XWEB/11581 Flue","",
"266","16-Apr-2025 17:23:54","16-Apr-2025 17:25:45","111","A.女","C.31-50岁","A.是","B.否","A.是","B.否","A.是","A.是","A.是","A.是","A.是","A.川菜（如麻辣香锅、毛血旺）","B.粤菜&港式（如烧腊、菠萝油）","C.湘菜（如小炒黄牛肉）","D.江浙菜（如西湖醋鱼、东坡肉）","E.日料（如寿司、刺身）","F.韩餐（如石锅拌饭）","G.西餐（如牛排、披萨）","H.东南亚风格（如冬阴功汤）","","","3","3","4","3","2","4","3","3","3","3","4","4","5","4","3","5","4","4","4","5","5","4","4","4","5","4","4","5","3","5","简体中文","未清洗","","中国","浙江省","杭州市","","115.192.196.100","Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.57(0x18003932) NetType/WIFI Language/zh_CN","",
"265","16-Apr-2025 17:20:28","16-Apr-2025 17:25:38","310","A.女","C.31-50岁","A.是","B.否","B.否","B.否","B.否","A.是","A.是","A.是","A.是","A.川菜（如麻辣香锅、毛血旺）","B.粤菜&港式（如烧腊、菠萝油）","C.湘菜（如小炒黄牛肉）","D.江浙菜（如西湖醋鱼、东坡肉）","","","G.西餐（如牛排、披萨）","","","","3","3","4","3","3","3","3","4","3","3","4","3","4","4","4","4","4","4","4","4","2","4","4","4","4","3","4","3","4","3","简体中文","未清洗","","中国","江苏省","南京市","","240e:479:c58:3b96:d8af:63ff:fe2a:b152","Mozilla/5.0 (Linux; Android 15; BVL-AN16 Build/HONORBVL-AN16; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/130.0.6723.103 Mobile Safari/537.36 XWEB/1300473 MMWEBSDK/20250201 MMWEBID/8944 MicroMessenger/8.0.57.2820(0x2800393F) WeChat/arm64","",
"264","16-Apr-2025 17:22:49","16-Apr-2025 17:25:33","164","A.女","C.31-50岁","A.是","B.否","A.是","A.是","A.是","B.否","A.是","A.是","A.是","","B.粤菜&港式（如烧腊、菠萝油）","","","","","G.西餐（如牛排、披萨）","","","","3","3","3","0","5","4","3","2","0","2","3","2","3","3","1","3","2","2","2","2","3","3","2","1","3","2","3","2","3","0","简体中文","未清洗","","中国","浙江省","绍兴市","","2409:8929:5f45:9627:25ff:df45:c604:606d","Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.57(0x18003931) NetType/4G Language/zh_CN","",
"263","16-Apr-2025 17:23:16","16-Apr-2025 17:25:17","121","A.女","C.31-50岁","A.是","A.是","B.否","B.否","A.是","A.是","B.否","B.否","A.是","","B.粤菜&港式（如烧腊、菠萝油）","","","E.日料（如寿司、刺身）","","G.西餐（如牛排、披萨）","","","","5","2","4","4","5","4","4","3","4","3","5","3","5","4","4","4","4","5","5","4","4","4","4","5","5","4","5","4","5","4","简体中文","未清洗","","中国","江苏省","常州市","","2409:8924:404b:3705:d084:a9a5:cb2f:2a23","Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.57(0x18003931) NetType/4G Language/zh_CN","",
"262","16-Apr-2025 17:23:17","16-Apr-2025 17:24:12","55","B.男","C.31-50岁","B.否","B.否","B.否","B.否","B.否","A.是","A.是","B.否","A.是","A.川菜（如麻辣香锅、毛血旺）","B.粤菜&港式（如烧腊、菠萝油）","","D.江浙菜（如西湖醋鱼、东坡肉）","","","","","","","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","2","简体中文","未清洗","","中国","江苏省","常州市","","222.185.124.35","Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.57(0x18003932) NetType/WIFI Language/zh_CN","",
"261","16-Apr-2025 17:22:41","16-Apr-2025 17:24:08","87","A.女","C.31-50岁","B.否","A.是","A.是","A.是","A.是","A.是","A.是","B.否","A.是","","B.粤菜&港式（如烧腊、菠萝油）","","D.江浙菜（如西湖醋鱼、东坡肉）","E.日料（如寿司、刺身）","","G.西餐（如牛排、披萨）","H.东南亚风格（如冬阴功汤）","","","5","2","5","3","3","3","5","3","3","3","5","4","5","5","5","5","4","3","4","4","5","3","3","4","5","3","5","3","5","2","简体中文","未清洗","","中国","浙江省","杭州市","","125.118.102.189","Mozilla/5.0 (iPhone; CPU iPhone OS 18_4 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.57(0x18003931) NetType/WIFI Language/zh_CN","",
"260","16-Apr-2025 17:21:02","16-Apr-2025 17:22:27","85","A.女","B.19-30岁","A.是","A.是","A.是","A.是","B.否","A.是","A.是","A.是","A.是","A.川菜（如麻辣香锅、毛血旺）","","C.湘菜（如小炒黄牛肉）","","","F.韩餐（如石锅拌饭）","G.西餐（如牛排、披萨）","","","","4","5","3","3","4","2","4","5","3","3","3","4","5","4","3","3","3","4","4","5","2","4","2","3","3","3","3","4","5","2","简体中文","未清洗","","中国","","","","2409:895b:3441:cb58:54be:7fff:fefd:6ec5","Mozilla/5.0 (Linux; Android 15; 2211133C Build/AQ3A.240912.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/134.0.6998.136 Mobile Safari/537.36 XWEB/1340043 MMWEBSDK/20250201 MMWEBID/5225 MicroMessenger/8.0.57.2820(0x2800393F) WeChat/arm","",
"259","16-Apr-2025 17:20:42","16-Apr-2025 17:22:20","98","A.女","C.31-50岁","A.是","A.是","A.是","B.否","B.否","A.是","A.是","B.否","A.是","A.川菜（如麻辣香锅、毛血旺）","B.粤菜&港式（如烧腊、菠萝油）","C.湘菜（如小炒黄牛肉）","D.江浙菜（如西湖醋鱼、东坡肉）","","F.韩餐（如石锅拌饭）","","H.东南亚风格（如冬阴功汤）","","","5","5","5","3","4","1","2","4","1","4","5","3","4","5","3","4","3","4","5","3","0","3","1","5","2","2","4","4","3","2","简体中文","未清洗","","中国","江苏省","常州市","","222.188.249.100","Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.57(0x18003932) NetType/4G Language/zh_CN","",
"258","16-Apr-2025 17:18:59","16-Apr-2025 17:20:57","118","A.女","C.31-50岁","A.是","A.是","A.是","B.否","B.否","A.是","A.是","A.是","A.是","A.川菜（如麻辣香锅、毛血旺）","B.粤菜&港式（如烧腊、菠萝油）","C.湘菜（如小炒黄牛肉）","D.江浙菜（如西湖醋鱼、东坡肉）","E.日料（如寿司、刺身）","F.韩餐（如石锅拌饭）","G.西餐（如牛排、披萨）","H.东南亚风格（如冬阴功汤）","","","5","5","5","4","5","5","4","4","4","4","3","3","3","3","3","3","3","4","4","5","3","5","4","3","3","3","3","4","5","5","简体中文","未清洗","","中国","广东省","广州市","","2409:895a:e5a:4627:bc49:d9ff:fef4:d033","Mozilla/5.0 (Linux; Android 15; ELI-AN00 Build/HONORELI-AN00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/134.0.6998.136 Mobile Safari/537.36 XWEB/1340043 MMWEBSDK/20250201 MMWEBID/1396 MicroMessenger/8.0.57.2820(0x2800393F) WeChat/arm64","",
"257","16-Apr-2025 17:18:45","16-Apr-2025 17:20:41","116","B.男","C.31-50岁","A.是","A.是","A.是","B.否","B.否","A.是","A.是","A.是","A.是","A.川菜（如麻辣香锅、毛血旺）","","","D.江浙菜（如西湖醋鱼、东坡肉）","","","","","","","5","5","5","3","3","3","3","3","3","5","5","5","5","5","4","4","3","5","5","5","3","5","3","3","3","3","5","5","5","5","简体中文","未清洗","","中国","江苏省","常州市","","2409:8a20:3cef:6ed0:2355:408:e15f:bb45","Mozilla/5.0 (Linux; Android 12; ALN-AL80 Build/HUAWEIALN-AL80; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/134.0.6998.136 Mobile Safari/537.36 XWEB/1340043 MMWEBSDK/20250201 MMWEBID/3017 MicroMessenger/8.0.57.2820(0x2800393F) WeChat/arm6","",
"256","16-Apr-2025 17:17:17","16-Apr-2025 17:20:24","187","A.女","D.51岁及以上","B.否","B.否","B.否","A.是","A.是","A.是","A.是","B.否","A.是","A.川菜（如麻辣香锅、毛血旺）","B.粤菜&港式（如烧腊、菠萝油）","C.湘菜（如小炒黄牛肉）","D.江浙菜（如西湖醋鱼、东坡肉）","E.日料（如寿司、刺身）","F.韩餐（如石锅拌饭）","G.西餐（如牛排、披萨）","H.东南亚风格（如冬阴功汤）","","","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","5","简体中文","未清洗","","中国","浙江省","杭州市","","211.90.235.137","Mozilla/5.0 (Linux; Android 12; WLZ-AN00 Build/HUAWEIWLZ-AN00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/130.0.6723.103 Mobile Safari/537.36 XWEB/1300493 MMWEBSDK/20250201 MMWEBID/7266 MicroMessenger/8.0.57.2820(0x2800393F) WeChat/arm6","",
"255","16-Apr-2025 17:17:25","16-Apr-2025 17:19:21","116","A.女","C.31-50岁","A.是","A.是","B.否","B.否","B.否","A.是","B.否","B.否","A.是","","B.粤菜&港式（如烧腊、菠萝油）","C.湘菜（如小炒黄牛肉）","D.江浙菜（如西湖醋鱼、东坡肉）","","","","","","","3","3","4","2","1","4","3","3","2","2","4","3","4","4","2","3","2","3","3","3","3","3","2","3","3","3","3","3","3","0","简体中文","未清洗","","中国","江苏省","苏州市","","2408:843f:5610:697c:a064:9fff:fe7f:1d32","Mozilla/5.0 (Linux; Android 12; DCO-AL00 Build/HUAWEIDCO-AL00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/130.0.6723.103 Mobile Safari/537.36 XWEB/1300493 MMWEBSDK/20250201 MMWEBID/8644 MicroMessenger/8.0.57.2820(0x2800393F) WeChat/arm6","",
"254","16-Apr-2025 17:06:53","16-Apr-2025 17:18:32","699","B.男","C.31-50岁","B.否","B.否","B.否","B.否","A.是","A.是","A.是","B.否","A.是","","","","D.江浙菜（如西湖醋鱼、东坡肉）","E.日料（如寿司、刺身）","F.韩餐（如石锅拌饭）","G.西餐（如牛排、披萨）","H.东南亚风格（如冬阴功汤）","","","4","3","4","2","3","2","2","1","3","0","2","3","4","4","2","3","3","4","4","4","5","5","4","3","3","0","3","0","4","0","简体中文","未清洗","","中国","浙江省","杭州市","","2408:8440:b431:c1cf:9570:26f5:33da:8b1","Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.57(0x18003931) NetType/4G Language/zh_CN","",
"253","16-Apr-2025 17:14:54","16-Apr-2025 17:16:25","91","A.女","B.19-30岁","A.是","B.否","B.否","B.否","A.是","A.是","A.是","A.是","A.是","A.川菜（如麻辣香锅、毛血旺）","B.粤菜&港式（如烧腊、菠萝油）","C.湘菜（如小炒黄牛肉）","","E.日料（如寿司、刺身）","F.韩餐（如石锅拌饭）","G.西餐（如牛排、披萨）","H.东南亚风格（如冬阴功汤）","","","3","3","1","1","4","4","5","5","4","5","3","3","1","4","4","4","4","5","4","2","5","5","5","5","5","3","4","5","1","0","简体中文","未清洗","","中国","广东省","深圳市","","2408:8459:3450:2b72:101e:acff:fea0:1cd0","Mozilla/5.0 (Linux; Android 14; RMX3300 Build/UKQ1.230924.001; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/130.0.6723.103 Mobile Safari/537.36 XWEB/1300473 MMWEBSDK/20241202 MMWEBID/8490 MicroMessenger/8.0.56.2800(0x2800385E) WeChat/arm6","",
"252","16-Apr-2025 17:12:43","16-Apr-2025 17:14:39","116","A.女","B.19-30岁","B.否","A.是","A.是","B.否","A.是","A.是","A.是","A.是","A.是","","B.粤菜&港式（如烧腊、菠萝油）","","D.江浙菜（如西湖醋鱼、东坡肉）","E.日料（如寿司、刺身）","F.韩餐（如石锅拌饭）","","","","","2","4","4","3","3","5","3","5","3","3","4","4","4","3","5","3","3","4","4","1","3","3","4","5","5","3","3","4","3","1","简体中文","未清洗","","中国","广东省","深圳市","","2409:895a:346d:406a:5437:adaa:fa49:aaf","Mozilla/5.0 (iPhone; CPU iPhone OS 16_1_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.47(0x18002f2c) NetType/4G Language/zh_CN","",
"251","16-Apr-2025 17:11:24","16-Apr-2025 17:12:47","83","A.女","C.31-50岁","A.是","B.否","A.是","B.否","B.否","A.是","A.是","A.是","A.是","A.川菜（如麻辣香锅、毛血旺）","","","D.江浙菜（如西湖醋鱼、东坡肉）","","F.韩餐（如石锅拌饭）","","H.东南亚风格（如冬阴功汤）","","","4","4","4","2","2","2","3","4","4","3","4","4","4","4","4","4","2","4","4","4","2","4","3","4","2","3","4","4","4","3","简体中文","未清洗","","中国","","","","2409:8924:3a01:225f:3c10:588b:cccd:7ac4","Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.57(0x18003931) NetType/4G Language/zh_CN","",
"250","16-Apr-2025 17:09:18","16-Apr-2025 17:10:56","98","A.女","C.31-50岁","A.是","B.否","A.是","A.是","A.是","A.是","A.是","A.是","A.是","A.川菜（如麻辣香锅、毛血旺）","","C.湘菜（如小炒黄牛肉）","","E.日料（如寿司、刺身）","","G.西餐（如牛排、披萨）","","","","0","5","5","0","2","5","5","5","5","0","0","5","5","5","2","0","2","2","2","3","5","2","5","5","2","3","3","5","5","5","简体中文","未清洗","","中国","浙江省","绍兴市","","39.171.204.96","Mozilla/5.0 (iPhone; CPU iPhone OS 17_4_1 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.57(0x18003931) NetType/WIFI Language/zh_CN","",
"249","16-Apr-2025 17:06:43","16-Apr-2025 17:08:23","100","A.女","C.31-50岁","B.否","B.否","B.否","A.是","A.是","B.否","B.否","B.否","A.是","","B.粤菜&港式（如烧腊、菠萝油）","","","","","","","I.其他____________","淮阳","4","1","4","0","3","3","3","0","2","0","2","3","3","5","3","5","3","4","5","2","3","3","4","1","0","2","3","3","5","3","简体中文","未清洗","","新西兰","Wellington","","","121.74.251.19","Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.51(0x1800332e) NetType/WIFI Language/en","",
"248","16-Apr-2025 17:06:46","16-Apr-2025 17:08:22","96","A.女","D.51岁及以上","A.是","A.是","A.是","B.否","A.是","A.是","A.是","A.是","A.是","A.川菜（如麻辣香锅、毛血旺）","B.粤菜&港式（如烧腊、菠萝油）","","D.江浙菜（如西湖醋鱼、东坡肉）","E.日料（如寿司、刺身）","","G.西餐（如牛排、披萨）","","","","3","3","4","1","2","3","4","2","4","4","2","2","4","4","3","0","2","3","0","4","3","4","4","4","2","3","4","4","3","4","简体中文","未清洗","","中国","江苏省","常州市","","240e:3a3:3c2b:3ff2:bcdb:cb81:982d:3bed","Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.57(0x18003931) NetType/WIFI Language/zh_CN","",
"247","16-Apr-2025 17:03:46","16-Apr-2025 17:06:23","157","B.男","D.51岁及以上","B.否","A.是","B.否","B.否","B.否","A.是","A.是","B.否","A.是","","","","D.江浙菜（如西湖醋鱼、东坡肉）","","","","","","","3","3","5","2","3","3","2","2","3","3","3","3","3","4","3","4","2","3","4","3","1","3","2","4","3","1","4","2","4","1","简体中文","未清洗","","中国","江苏省","无锡市","","240e:3a5:1e8e:be1:b96a:76ec:b11e:aed4","Mozilla/5.0 (iPhone; CPU iPhone OS 18_3_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.57(0x18003931) NetType/WIFI Language/zh_CN","",
"246","16-Apr-2025 17:01:20","16-Apr-2025 17:05:06","226","B.男","D.51岁及以上","B.否","B.否","B.否","B.否","A.是","A.是","A.是","B.否","A.是","A.川菜（如麻辣香锅、毛血旺）","B.粤菜&港式（如烧腊、菠萝油）","C.湘菜（如小炒黄牛肉）","D.江浙菜（如西湖醋鱼、东坡肉）","","F.韩餐（如石锅拌饭）","G.西餐（如牛排、披萨）","","","","3","3","3","3","3","5","3","2","3","3","5","2","1","2","3","1","2","2","2","2","2","1","2","2","2","3","1","2","1","3","简体中文","未清洗","","中国","江苏省","常州市","","240e:3a3:3c6c:27b0:4e10:d5ff:fec7:982e","Mozilla/5.0 (Linux; Android 12; LIO-AN00 Build/HUAWEILIO-AN00; wv) AppleWebKit/537.36 (KHTML, like Gecko) Version/4.0 Chrome/134.0.6998.136 Mobile Safari/537.36 XWEB/1340043 MMWEBSDK/20250201 MMWEBID/1659 MicroMessenger/8.0.57.2820(0x2800393F) WeChat/arm6","",
"245","16-Apr-2025 17:01:26","16-Apr-2025 17:02:51","85","A.女","C.31-50岁","B.否","B.否","B.否","B.否","A.是","A.是","A.是","B.否","A.是","","","","D.江浙菜（如西湖醋鱼、东坡肉）","","","","","","","4","0","3","3","3","4","3","1","2","2","3","3","4","3","3","3","3","4","4","5","4","3","3","4","3","0","4","0","4","0","简体中文","未清洗","","中国","浙江省","绍兴市","","39.184.193.55","Mozilla/5.0 (iPhone; CPU iPhone OS 16_0_2 like Mac OS X) AppleWebKit/605.1.15 (KHTML, like Gecko) Mobile/15E148 MicroMessenger/8.0.57(0x18003931) NetType/WIFI Language/zh_CN","",
